0.04989624,
0.009643555,
0.008972168,
0.008209229,
0.007202148,
0.005706787,
0.00491333,
0.003997803,
0.003234863,
0.00213623,
0.001159668,
-3.051758E-05,
-0.001739502,
-0.003509521,
-0.005706787,
-0.008514404,
-0.01132202,
-0.01431274,
-0.01748657,
-0.02035522,
-0.02258301,
-0.02484131,
-0.02832031,
-0.03140259,
-0.03460693,
-0.03961182,
-0.0447998,
-0.0491333,
-0.05343628,
-0.05682373,
-0.05831909,
-0.05767822,
-0.05673218,
-0.05487061,
-0.05123901,
-0.04779053,
-0.04476929,
-0.04153442,
-0.03887939,
-0.03707886,
-0.03466797,
-0.03213501,
-0.03018188,
-0.02844238,
-0.02615356,
-0.02331543,
-0.02078247,
-0.01806641,
-0.01541138,
-0.01358032,
-0.01245117,
-0.01080322,
-0.009521484,
-0.007293701,
-0.004272461,
-0.0007629395,
0.003265381,
0.008087158,
0.01278687,
0.01715088,
0.02087402,
0.02453613,
0.02816772,
0.03115845,
0.03363037,
0.0362854,
0.03820801,
0.0402832,
0.04269409,
0.04516602,
0.04827881,
0.05136108,
0.05557251,
0.05957031,
0.06359863,
0.0668335,
0.06973267,
0.07254028,
0.07513428,
0.07739258,
0.07928467,
0.08096313,
0.08297729,
0.08407593,
0.08428955,
0.08319092,
0.0819397,
0.0791626,
0.07620239,
0.07275391,
0.06869507,
0.06478882,
0.06121826,
0.05731201,
0.05297852,
0.04946899,
0.04605103,
0.04263306,
0.03945923,
0.03610229,
0.03155518,
0.0267334,
0.02163696,
0.01559448,
0.01046753,
0.004852295,
-0.0003967285,
-0.00604248,
-0.01135254,
-0.01669312,
-0.02206421,
-0.02639771,
-0.03097534,
-0.03500366,
-0.03775024,
-0.04016113,
-0.04266357,
-0.0440979,
-0.04507446,
-0.04614258,
-0.04681396,
-0.04690552,
-0.04736328,
-0.04772949,
-0.04782104,
-0.04821777,
-0.04922485,
-0.04974365,
-0.05010986,
-0.05062866,
-0.05050659,
-0.04989624,
-0.04916382,
-0.04846191,
-0.04660034,
-0.04470825,
-0.04260254,
-0.0401001,
-0.03811646,
-0.03582764,
-0.03399658,
-0.03253174,
-0.03076172,
-0.02902222,
-0.02664185,
-0.02423096,
-0.0211792,
-0.01803589,
-0.01409912,
-0.009460449,
-0.005065918,
-0.001373291,
0.002685547,
0.00793457,
0.01358032,
0.0184021,
0.02362061,
0.02862549,
0.03356934,
0.03863525,
0.04269409,
0.04577637,
0.04919434,
0.05270386,
0.05532837,
0.05654907,
0.05685425,
0.05599976,
0.05462646,
0.05291748,
0.05014038,
0.04763794,
0.0456543,
0.04391479,
0.04129028,
0.03787231,
0.03451538,
0.03079224,
